question
안녕하세요. 해태제과 롯데제과 등의 제품을 해당 제조사에서 직접 구매하려면 어떻게 해야 하나요? 해당 회사 영업소에서 소매로 구매가 가능한가요? 유통관련해서 사업을 생각 중인데 이런 부분은 어떻게 구매를 해야 하는지 정보를 구할 곳이 지식인 뿐이라 질문드립니다. 답변 주시면 정말 감사하겠습니다. 영업사원 분이 계시면 직접 쪽지 주셔도 감사하겠습니다.
부동산 원룸 계약을 하게 되었는데 처음에 계약하는 날짜가 아니고 집주인이 원하는 날짜로 땡겨서 5일 보증금 빨리 받고싶다고해서요 그래서 계약서를 써야하는데 부동산에서 입주하는 원룸으로 와서 계약서룰 작성하기로 했다가 갑자기 전화와서 내일 계약하시죠 라고 묻더니 자기가 보내주는 주소로 오라는거에요 그 주소가 부동산이고요 그런데 앞뒤 말도없이 왜 가야하냐고 원룸에서 만나기로 되어있었다고 하니 가까운데 그냥 오라는 식이에요 근데 그 전 계약날짜 땡기는거 때문에 통화도 했는데 저 한테는 계속 반말하더니 이제는...
"최종합격 통보 받고 이제 신체검사 자료만 제출하면 되는데요. 이게.. 간수치를 본다고 해서요 ㅠㅠ 제가 식도염때문에 피검사 했을 때 일반 내과에서 간수치가 높다고 하더라고요. 그런데 또 큰 종합병원 가니까 이정도는 일반인 범위라고;; 하긴 했는데.. 이틀 후에 검사받으러 갈건데, 혹시 간수치가 높으면 불합격 판정 받을 수도 있을까요? ㅜㅜ 아직 20대고 간염항체는 A형 B형 다 있습니다. 너무 걱정되네요.."
1. 농심 신라면을 마카오로 보내려면 선적은 부산항이나 신항에서 컨테이너 작업을 해야 하죠. CFS 입고를 할 줄 아는 부산업체에서 맡아 주셨으면 좋겠습니다. 2 CFS는 저희가 사전에 포워딩업체를 통해 제품입고 리스트를 일괄적으로 신고해 놓기 때문에 라면 30박스를 입고시키며 도착보고만 해 주시면 됩니다. 3. 타 지역은 부산까지 물류비가 많이 들기 때문에 부산지역의 라면유통업체가 있으면 일이 수월할 것 같습니다.
1990년도 부터 이용한 컨테이너 물류회사입니다. 위치는 용산역 바로 앞에 있었습니다. 약 20여년 이용을 안했는데 인터넷으로 검색을 해보니 찾을 수가 없습니다. 다시 이용할 업체여서 찾아보았더니 이전을 하였는지 문을 닫았는지 통 알 방법이 없습니다. 중남미로 보딩을 많이 했던 업체입니다. 연락처를 알 수 있을까요?
원사생산op 권치op라고적혀있는데 뭔하는일인가요 관력지식없이도 배우면금방할수있는건가요 제가생각하는건 뭔원통같은데 실같은거 걸어서 돌아가는기계같은거만지는거같은데 맞나요 일난이도는어떻게되나요
이제품 해외에만 있는거죠? 국내에발매는 ... 안하겟죠..?
2018년11월1일 로써 2년계약 2020년10월31일까지 보증금3천 월세150+@ 2019년5월까지는 월세없이 가게를운영하게해주셨고 6월부터는 월세150+부가세10%를 납부하기로했습니다 장사가 너무 되지않아서 6월월세는 냈지만 7월부터는 너무힘들어서 낼 형편이안됩니다 중요한건 보증금도 처음2천만드리고 이번달말까지1천을더드리기로한건데 지금상황이 여의치않아서요 가게를 정리하고싶다고 얘기는했지만 위치가 주택골목에 위치했다보니 세입자를구하기힘듭니다...너무감사하게사정을많이봐주신건알지만 저도살기위해서..이런선택을했습니...
건물 안에 일반 음식점과 노래방 같은 위락시설이 함께 있을 때와 모두 일반 음식점이나 학원 같은 업종이 있을 때 건물주에 대해 적용되는 양도세 및 소득세 세율이 다른가요?
토스 어플을 자주 이용하는 이용자입니다! 청구서가 뜬 경우는 처음인데 이거 교통카드 청구서인가요? 아니면 뭔가요?
폰뱅킹 메뉴에서 어디들어가서 해야되나요? 자세히 알려주세요 비밀번호 모르고 공인인증서 로긴해서 쓰고있어요
예방하려고 예방주사 가격보니 8만원? ㅋㅋㅋ씨1발 얼탱이터지네 ㅋㅋㅋ우리집 의료보험으로 돈 존나많이 나가고 세금도 개많이 내는데 이런 사소한 주사비 하나 포함 안해줌? 그럼 돈없는 사람은 걸려서 뒤지라는 거임? 뭐 이런 병신같은 것들이 있냐; 병원마다 8~12만원 정도 하던데 어짜피 약 똑같을거아님? 즈그 병원만 인심써주는 척 싸게 해준다더니 풉ㅋㅋ 하여간 존나 떼먹을라고 안간힘을 써요 ㅉㅉ
"친아버지가 돌아가시고 5년정도 지났을 경우. 또 자식이 1남4녀이고 친아버지께서 돌아가신 당시 막내아들이 유산분배를 제대로 이행하지 않은 경우, 나머지 남매 중 한 명이 이에 대한 이의제기를 할 수 있나요?? Drop here! 참고로 막내아들은 대부분의 유산을 취하고, 증여세(or상속세)를 회피하기 위해 사망신고를 사망시점으로부터 3년 이후에 하려했다는 특이사항이 있습니다. 일정금액만 주고는 유산분배를 제대로 이행하지 않고 있습니다."
"A씨가 상가를 매입했는데 상가에 비로인해 매 여름이면 물이 차서 물을 퍼내고 차단기도 내려갈정도로 심각합니다. A씨는 계약기간2년이 다되가는데 갑자기 B씨는 ""이제 매입안할테니 건물고친거 처음으로 되돌리고 기계같은것도 처음걸로 바꿔놓아라 그러면 보증금을 주겠다""라고 합니다. 상가는 노래방인데 기계도 망가져서 바꾼건데 다시 전 기계로 돌려놓으라고하고, 문도 안닫혀서 문도 바꿨는데 문도 다시 바꿔놓으라고 합니다. 어떻게 해야하나요?"
대한민국 상위10%의 가구들(가문)들이 차지하는 재산은 한 몇%나 될까요?
"질문올리기 전에 앞서서 광고성글은 삭제하도록 하겠습니다. 지양해주시면 감사드리겠습니다. 저는 20대 중반 청년창업을 준비하는 사람입니다 신용등급은 뭐 다른 신용활동을 하거나 일년간 고용보험 넣은것도 없어서 기본 4등급이고요 거주지는 서울시 입니다. 초기 자본이 한 3500~4000만원정도가 모자라서 여러 방면으로 자본을 지원형식으로 받거나 저금리 대출을 받거나 하고 싶은데, 대부업이나 낮은등급 금융권을 안간다는 전제 하에 방법 아시는분들은 말씀해주시면 감사하겠습니다. 지금 당장 임대차계약을 이번주나 다음주 내..."
"금융공기업 상경 통합전공준비하는데. 둘중 무엇부터 시작해야하나요 문과에 리얼 수포자였고, 전공은 노어노문입니다.. 지수의 법칙 이것조차도 모르겠더군요. 아 수학적사고, 지식이 안되어서 수식이 영어 or 그림처럼 보여요.... Q1. 재무관리 vs 경제학 둘 다 수리적 사고가 필요한것같은데, 무엇부터 수강하는게 더욱 쉽고 다음공부에 도움이될지. Q2. 경제학을 위한 매우 수학 기초 기본서 같은게 있다면 추천바랍니다. 감사합니다. "
어디서신청해야 좋은혜택을볼까요? 롯데veex쓰다가 가라타려구욧.. 월250정도사용합니다.
환전 완료된 달러를 미국 계좌로 보내려고 하는데 수수료가 얼마인가요? 금액 당 수수료를 매긴다는 소리가 있는데 좀 싸게 보낼 수 있는 곳이 있을까요?
등록금이 330이라 대출받으면 330대신 내주잖아요 근데 그 제가 C학점경고제에 1분위라 260만원이 나오는데 330-260하면 70만원을 내야하는데 70만원을 못내는상황이에요 70만원만 학자금 대출받는방법은 없나요 ?
안녕하세요 저는 현재 고등학교 1학년입니다 어릴때부터 경찰이되고싶었다는꿈은잇었지만 다들 어렵다해서 시도해보지않고 다른 길을 찾다가 중학교때는 중간이상정도의성적이였고 제성적으로는 인문계가서는 힘들겠다 싶어서 인문계대신 실업계인 기계공고에 왔습니다. 하지만 너무 적성에 맞지않아 인문계로 다시 편입을가여서 경찰을 준비 해볼려고 합니다 철없어보일수 있지만 경찰간부 시험을준비하고싶은데 지금부터하면 가능은한건지 또 얼마나 힘들고 얼마나 많이준비해야하는지 영어 검정제의 난이도는 어떤지 도움쫌 받고싶어요...
전산 세무 2급 연말정산 질문드려요! 의료비와 신용카드 중복공제 가능한데 가끔 안될때가 있더라고요? 사진속 문제에서 현혜자씨 보면 의료비를 신용카드로 결제 하였다고 하는데 왜 신용카드 공제가 안되는거예요?
"지인분과 함께 부동산 사무소를 운영중인 청년입니다. 주변에 저와 비슷한 나잇대의 사람들이 소공이나 영업직(분양권)으로 꽤 많이들 일하는 모습을 보면, 공인중개사가 과포화 상태라는데 그와중에도 젊은 진입층들이 꽤나 보이는구나 생각이 듭니다. 음.. 그런데 저는 사실 별도로... 이공계쪽으로 관심이 있어서 대학 반수를 준비하고 있습니다. 본래 좋아했던 분야가 그쪽이라서... 만약 반수에 합격하고 그 대학을 졸업하게되면 그쪽분야로 취업을 하게 될지도 모른다는 생각이 듭니다. 오히려 일하다보면, 예상했던 것과 달리 공인..."
전체적으로 뜻좀 해석해주세요...
매번 바뀌겠지만 이번 하반기 면접 장소가 어딘지 아시나요?? 아니면 그전에는 어디서 햄ㅅ었나요??
"안녕하세요 주택 담보 대출을 받으려 하는데 공식 감정가가 아직 없어서 심사 받기 전에 탁상 감정 부탁드립니다, 등기부등본상 건물 내역 철근 콘크리트구조 (철근) 콘크리트(평지붕) 11층 공동주택(아파트) 2019년 1월 / 28.36제곱미터 입니다 부탁드립니다^"
일본의 수출규제로 인해서 어떻게 어떻게 가다가 화이트리스트 이야기가 나오는데 우리가 그 화이트리스트에서 제거돼면 받게되는 타격이 뭐죠 화폐 가치도 떨어지나요
도검 직구될까요 날이 7인치인데 서레이션 제외하면 15cm 이하입니다. 서레이면을 제외하고 15cm 이하면 도검소지허가와 상관없다는 글을 본 적이 있어서요
에어컨이 시원하지 않아 보충하는것보다 정확한양을 주입하는것이 맞다고해서 여쭙니다.. 장비는 매니폴드 진공펌프 진공게이지 있습니다.. 냉매 수거부터 진공및 냉매주입 방법을 세세하게 알고싶어요
"현재 고1인 학생입니다. 제가 초등학생 때부터 옷에 관심이 많았어요. 근데 그 관심은 단지 취미, 좋아하는 것에 불과했어요. 그러다 중3이 되고 나서 친구랑 얘기하다 장난삼아 “난 성인되면 패션 브랜드 런칭할 거야!” 이렇게 말했어요. 그때부터 ‘진짜 패션을 직업으로 가져볼까?’하는 생각이 들었어요. 그렇게 시간이 흘러 지금 고1이 됐는데 중딩때부터 올해 학기 초까지 남들에게 말하는 저의 꿈은 프로파일러였어요. 한마디로 패션 관련 직업은 남들에겐 말하지 않고 저 혼자 생각했던 꿈이죠. 그러다가 중간고사 시험기간 때..."
여기 편의점 사장님이 cu 맴버십에 있는 페이코 결제해주는 방법을 모른데요. 고객 말고 사장이 멤버십 페이코 결제 해주려면 어떻게 해야 하는지 알려주세요.
현직종에서 일을 처음해서 언 7개월정도 되어서 진로를 용접으로 하고싶은데 만져본적도없고 아예처음입니다 물어보면 학원으로가야된다고 하는데 자세하게 알고싶어서요. 학원이 3개월정도 다닌다고 하는데 수강료랑 숙소는 따로 해야하는건지 궁금하고 초보자도 3개월정도하면 반도체용접 간단한거라도 할수있을까요. 설명을 듣고싶어요. ㅎ
타오바오를 통해 여러가지 물건을 소량으로 구입하여 판매하려고 합니다 간이사업자이며 배대지를 이용하여 사업자통관 방식을 생각하고 있습니다 물건을 구매하는 과정에서 어떤 방식으로 결제해야 위법이 아닌지 잘 이해가 안됩니다 현재 중국계좌가 있는데 은행을 통해 한국계좌에서 중국계좌로 자금 송금 -&gt; 중국계좌에 연동된 알리페이로 각각 구매 이런방식이면 외환거래법에 위법되는 사항이 있나요? 매입자료는 사업자통관시 세금내면 그 비율로 잡힌다고 알고있는데 맞나요? 아직 많이 부족합니다 답변 부탁드립니다.
"구글 SA, SNS페북 전문실무교육 추천 광고대행사입니다 01. 구글키워드 및 유튜브 광고집행을 하고있습니다 기초부터 심도있는 교육내용 추천부탁드립니다 02. SNS페북 교육 잠재고객, 그외 고급셋팅등 기초부터 심도있는 교육내용 하는곳 추천부탁드립니다 교육 커리큘럼 좋은곳 몇군데 추천해주세요~"
공무원 육아휴직 수당 퇴직 후 질문드려요 제가 공무원입니다 현 근무처가 지방이라 타 지역 시험을 봐서 옮기게 될거같은데 그럼 복직 후 받을 수있는 남은 육아휴직 수당은 못받게 되는건가요 직렬은 국가직 공무원에서 다시 국가직 공무원으로 넘어가는거에요 육아휴직 끝내고 복직하고 6개월 못채우고 타직렬 국가직으로 시험봐서 발령받게 되었거든요
인터넷 결제 하려고 하는데 bc카드는 사용할수없습니다 라고 뜨는데 어떻게 해야하죠 ㅠㅠ
재고자산 평가손실이 매출원가에 들어가나요?
"개별소비세는 제조장에서 반출될때, 판매장에서 판매될때 부과되나요?"
현재 군부대 위병소 인근 도로입니다. 민간인은 허가 받은사람만 들어가고 군인만 통행을 하고 있습니다. 감정평가를 한다고 하는데 이런경우 표준지를 어디를 선정하나요? 지목은 임야이고 용도는 도시지역 자연녹지 입니다.
교육행정직 몇급 수준인가요 ??
A아파트한채는 부부공동명의로 15년째 살고있고 또 B아파트 1채는 2009년부터 임대로 가정어린이집을하다15년 5월 남편명의로 구입해서 계속 운영하다 17년5월 남편애게 무상증여로 받아 어린이집 전용으로 세금감면받으며 계속하고 있어요. 그러면 전용으로 세금감면받은 후부터 5년이 경과해야 비과세가 되는지 남편명의로 구입한 시점부터 봐야하나요? 또 어린이집에 원장인 저를 주소만 B가정어린이집으로 옮겨 놓았는데 주소를 살고있는 집으로 빼야 하는지요. 17년5월부터 22년 6월로 5년이 지나면 2개중 어느곳한개를 팔면 비과...
법정가산요소 생산지원비용에서 생산용 재화를 공급하고 그 대가를 받으면 어떻게 되나요?
무역계약애서 간접의무가 뭔가요?
도시가스 요금 청구서보니깐 사용기간이 06.19~07.19 인데 8월분 청구로 나왔더라구요 전월 사용 요금이겠죠? 전기요금은 사용기간이 06.22~07.21 인데 7월분으로 나왔더라고요 기간차이가 얼마안나는데 도시가스는 전월요금 8월분이구 전기요금은 당월요금? 7월분인 기준이 뭔가요??? 전기요금도 8월분으로 나와야하는거 아닌가요??? 
"10평 / 20평 / 30평 / 50평 / 70평 / 100평 등 식당 카페 건강원 그 외 여러 사업장들이 있잖아요? 업종별로 상이한 것은 알고 있습니다만, 그래도 어느 정도 감을 잡을 수 있는 수치를 알고 싶습니다. 월 전기세, 수도세, 가스비 등 소요되는 금액들이요. 상세한 답변 감사드립니다. 이런 부분들을 참조할 수 있는 사이트를 알려주셔도 감사합니다. 복 받으세요. "
크레오 교육용버전으로 상업적용도?? 안된다고 본것같은데 혹시 크레오를사용해서 모델링한 과정을 찍어서 유튜브같은곳에 올릴시 생기는 수익도 안되는건가요?? 몇몇크레오영상엔 광고가 있어서요... 그건 기업버전인가요???
덤핑방지관세를 부과하고 동시에 담보를 요구 할 수 있나요?
Hs코드 9701~9705호는 100년이 지나도 9706호로 분류가 안되나요?
세번 hs4단위에 해당하는 물품의 세번이 hs6단위에서 분류되지 아니한 물품이 무슨 뜻이죠?
"안녕하십니까.저는 컴퓨터정보보안 전문가가 되고싶은 중1남학생입니다. 하지만 저는 컴맹입니다.그래서 이제부터라도 공부하려하는데 맨처음 어떤거부터 배우고 어떤것을 공부해야 하는지,또 제 꿈을 이룰려면 어떤 과정을 거쳐야 하는지 알려주세요"
일단 제가 사는 곳은 서울이 아닌 지방입니다. 제가 이제 곧 서울로 올라가서 육개월간 교육을 듣고 취업을 하게되는데요. 자취방은 부모님이 위험하다고 취업할 때까지는 서울에 잇는 고모네에서 지내라고 하십니다. 저는 불편한 게 싫어서 혼자 지내고 싶은데 자취방말고 정부에서 지원해주는 행복주택이나 이런 것들 뭐 없을까요? 꼼꼼하게 상세하게 설명해주시면 감사하겠습니다. 제 거주지는 지방으로 되어있구요. 대학도 이곳입니다. 혼자사는 건 위험하다 뭐 이런 답변은 하지말아주세요 ㅋㅋㅋ
"컴퓨터 쪽으로 그렇게 자세하게 알지 못하고 있습니다. 1. 노트북을 살 때 중점적으로 봐야하는 요소가 있을까요? 2. 프로그래밍, 웹서핑, 넷플릭스 시청, 워드 등 일상생활에서 쓰려고 하는데 괜찮은 브랜드, 모델명 몇가지 추천해주실 수 있나요?(브랜드 상관 없어요)"
도레이배터리세퍼레이터필름한국 생산쪽지원했는데 제가특성화고 미디어쪽인데 화공과우대더라고요 그쪽지식아무것도없어도 가서배울수있는수준인가요 배터리공장은대채로 무슨업무를생산하나요 그리고 안전사고같은거주의할점있나요 감전이라던지
남성 20대중반인데. 이번에 전기기능사 등등 따냈고 등등 어느 경력쌓을만한곳은 그냥 들어갑니다. 근데 나도 이제보면 여친이 없지않아 있어야 하지않아 생각도들지만. 저 모솔이고. 부모님을 보면서 살아오면서 굳이 결혼한다고 행복해보인다는 생각도 전혀 안듭니다. 한마디로 여친있다고해서 좋아보이거나 그런생각도 크게 들지도않네요.. 성욕구도 딱히 없습니다. 어차피 결혼선택이니. 여친만드는것에는 크게 비중을 둘 이유가없다고 보는데 상관없죠?
제가 한국장학재단에서 문자를 받앗는데요. 문자내용이 1학기 중복지원에 해당된다. 중복수혜자는 초과금액 혜소전까지 학자금 지원을 받을수없으며 장기간 미해소시 법적절차를 진행하게된되요.. 근데 문자대로 중복지원 조회를 봐도 무슨 말인지 이해가 안되서요.. 어터케 해야 하죠ㅠㅠ
"제가 자동차정비 산업기사 기사 기능사 /차체수리기능사 있구요 현장경력은 아직없습니다ㅠㅠ 내년에 차량이나 전차직렬 군무원을 해볼까하는데 경채가있고 공채가있잖아요?? 7급과 9급 둘다 경채,공채가 있는건가요?? 제가알기론 9급경채는 산업기사이상,기능사취득후 1년실무경력이라고알고잇거든요 그러면 7급경채는 어떻게되는건가요?? 아 그리고 공채면 국어 국사 영어 자동차공학 또하나더(기억이 지금잘안나요...) 총 더섯개를 다봐야하는거고 경채면 자동차공학하고 자동차 뭐시기... 요 두개만 보면되는건가요?? 경채 9급은 두개..."
조언 좀 주시면 감사하겠습니다 .
"제가 인스타그램으로 의류 판매를 할 생각인데요. 사업자등록이나 통신판매업?(지식인 찾아보다 보니까 꽤 써있더라고요) 이런 법적인 부분을 잘 몰라서요. 꼭 해야되는지, 성인이여야 되는지 궁금합니다. 또 어떤 식으로 세금을 납부하는지 궁금합니다.(고등학생입니다.)"
제가 부모님 손 안벌리고 대학교를 다니는데 등록금같은거는 학자금대출을 받아야해요. 근데 대출을 받으면 기본300은 넘어버려서 나중에 갚을때 부담이 되기도 해서.. 만약 등록금이 300이면 100정도만 대출받는 그런방법잇나요?
A가 B를 때리기 전에 B가 죽을 수도 있다는 생각을 하고도 상관없다는 투로 때렸는데 B가 죽지 않았을 때에도 미필적고의는 성립되는건가요?
제가 만18세인데 비대면 계좌개설로 계좌를 만들어서 체크카드를 만들려는데요 비대면 계좌개설은 보통 한도가 있다고 들었는데 이 한도가 체크카드로 결제하는것과는 별개인가요? 그러니까 창구나 atm으로 인출하는건 한도가 있지만 체크카드로 결제하는건 보유금액이내이면 얼마를 결제하든 한도는 따로 없는건가요?
부산에 있는 변호사 사무실중에서 민사건으로 승률 높은 곳을 찾습니다 계약위반에 대한것입니다
"안녕하세요 저는 광주에 살고 있고, 소방관이 너무 되고 싶은 고등학교 3학년입니다. 현재 여름방학중이고, 내신산출은 끝이났습니다. 내신은 이과 총합 4.08입니다. 여기서 궁금한점이 있습니다. 1 소방행정학과는 자연계열은 못간다던데, 정말입니까 ? 2 혹여나 대학교를 나와도 친구말로는 공채가 특채보다 낫다는데 정말 인지 궁금합니다. 3 자연계열은 지원을 못하면 정시준비를 해야되는데 수학나형에 사탐을 봐야하나요?? 꼭 답 부탁드려요 ㅜㅜ 간절합니다... "
"이베이를 통해 영국인 판매자에게 상품을 구매 했습니다. 받아보니 제가 찾던 상품이 아니어서 반품 신청하고 우체국 EMS통해 영국으로 보냈습니다. 며칠후 우체국에서 카톡 메시지로 ""요금 납부 대기 사우로 미배달, 후속조치를 위해 대기중"" 이라고 왔습니다. 우체국에 전화로 확인해보니 영국 현지 세관에서 추가 요금이 발생한것 같다고 합니다. 추가 요금 제가 내도 좋으니 어떻게 내야 하는지 방법 좀 알려주십시요. 일단 제가 시도해본건 영국 우체국 사이트에 들어가서 관세 납부 하는 방법이었습니다. 사이트에 들어가서 관세..."
"진로를 찾는 중1입니다..! 원래 피아노쪽으로 가고 싶었는데 어떻게 해야할지 모르겠어요 피아노..를 하고 싶었는데 예고학비,피아노레슨비,...다 보니까 한달에 100정도는 깨지겠더라구요 형편이 나쁘지는 않아요 아버지가 사업을 하셔서...그런데 100이 학원비로 나가는게.. 작은돈은 아니니까. 지금 주변에서 뜯어 말리는데 정말 다른 쪽도 찾아보니 예체능은 돈이 엄청깨지더라구요 공부가 제일 쉽다는걸 깨달았어요 물론 피아노도 하면서 공부도 정말열심히 좋은 성적 거두려 했어요! 지금 정보보안/사이버국방학과 이런쪽 it로 눈이..."
사실 교사가 제 적성인지 잘 모르겠어요. 내향적인 편이라.. 그래도 학생들과 함께 지내면서 성장하도록 옆에서 응원하고 도와주는만큼 뿌듯한 일은 없을 것 같아요! 그래서 꼭 교사가 되고싶어요 ! 교대 or 사대 중에 뭘 더 희망하는 지는 모르겠어요. 저는 고2이고 3등급이에요. 학년 비중이 어떻게 들어가냐에 따라 엄청 노력해서 수시의 가능성도 조금 있는 것 같고 (교대는 1학년 비중이 높으니까 수시로는 확실히 안되고) 아니면 빨리 정시 준비를 해야할 것 같은데 어떤 전략으로 가야할 지 모르겠어요..ㅠㅠ
